"year"	"id"	"data"	"FFD_corr"	"FFD_action"	"grazing"	"shoot_vol"	"shoot_vol_action"	"cum_n_fl"	"cum_n_fl_action"	"n_fr"	"n_ovules"	"total_n_seeds"	"total_n_intact_seeds"	"FFD"	"FFD_imputed"
"248"	2006	243	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"249"	2006	244	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"250"	2006	245	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"251"	2006	246	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"252"	2006	247	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"253"	2006	248	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"254"	2006	249	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"255"	2006	250	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"256"	2006	251	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"257"	2006	252	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	2006	253	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"259"	2007	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	2007	2	1	NA	"impute"	0	253.39	"ok"	4	"ok"	1	23	8	0	132	1
"261"	2007	2	1	NA	"impute"	0	253.39	"ok"	4	"ok"	1	23	8	0	133	1
"262"	2007	3	1	NA	"impute"	0	2525.01	"ok_m"	28	"ok"	7	87	20	4.4444444444	132	1
"263"	2007	3	1	NA	"impute"	0	2525.01	"ok_m"	28	"ok"	7	87	20	4.4444444444	133	1
"264"	2007	4	1	2007-05-05	"ok"	0	3498.95	"ok"	46	"ok"	1	14	4	2	125	0
"265"	2007	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"266"	2007	6	1	2007-05-12	"ok"	0	5754.45	"ok_m"	27	"ok"	1	13	5	2	132	0
"267"	2007	7	1	2007-05-16	"ok"	0	1887.37	"ok_m"	27	"ok"	0	0	0	0	136	0
"268"	2007	8	1	2007-05-18	"ok"	0	1977.45	"ok_m"	17	"ok"	0	0	0	0	138	0
"269"	2007	9	1	2007-05-06	"ok"	0	10456.69	"ok_m"	85	"ok"	6	79	25	8.3333333333	126	0
"270"	2007	10	1	2007-05-03	"ok"	0	19662.95	"ok_m"	290	"ok"	5	62	22	7	123	0
"271"	2007	11	1	NA	"impute"	0.5	482.55	"ok_m"	8	"ok"	2	28	14	8	132	1
"272"	2007	12	1	2007-05-12	"ok"	0	2919.24	"ok_m"	51	"ok"	7	93	38	12	132	0
"273"	2007	13	1	2007-05-08	"ok_g"	0.25	3499.35	"ok_m"	16	"ok"	0	0	0	0	128	0
"274"	2007	14	1	2007-05-05	"ok"	0	2870.67	"ok_m"	32	"ok"	5	62	11	0	125	0
"275"	2007	15	1	2007-05-17	"ok"	0	2081.24	"ok"	16	"ok"	2	28	18	14	137	0
"276"	2007	16	1	2007-05-15	"ok"	0	1080.68	"ok"	37	"ok"	0	0	0	0	135	0
"277"	2007	17	1	NA	"impute"	0.5	507.69	"ok_m"	7	"ok"	0	0	0	0	128	1
"278"	2007	17	1	NA	"impute"	0.5	507.69	"ok_m"	7	"ok"	0	0	0	0	133	1
"279"	2007	18	1	2007-05-05	"ok"	0	333.43	"ok"	10	"ok"	0	0	0	0	125	0
"280"	2007	19	1	2007-05-07	"ok"	0	1307.41	"ok"	9	"ok"	6	70	26	19.5	127	0
"281"	2007	20	1	2007-05-04	"ok_g"	0.2	5139.87	"ok"	66	"ok"	19	268	79	24	124	0
"282"	2007	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	2007	22	1	2007-05-03	"ok_g"	0.1875	18122.48	"ok_m"	211	"ok"	1	14	6	6	123	0
"284"	2007	23	1	2007-05-12	"ok"	0	4644.91	"ok_m"	61	"ok"	0	0	0	0	132	0
"285"	2007	24	1	2007-05-09	"ok_g"	0.4	977.17	"ok_m"	41	"ok"	0	0	0	0	129	0
"286"	2007	25	1	2007-05-14	"ok"	0	305.49	"ok"	9	"ok"	3	37	21	16	134	0
"287"	2007	26	1	2007-05-07	"ok"	0.3333333333	2435.63	"ok_m"	9	"ok"	2	26	21	11	127	0
"288"	2007	27	1	NA	"impute"	0.5	1583.36	"ok"	34	"ok"	5	73	27	12	123	1
"289"	2007	28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"290"	2007	29	1	2007-05-13	"ok"	0	NA	"impute"	22	"ok"	0	0	0	0	133	0
"291"	2007	30	1	2007-05-13	"ok"	0	1050.27	"ok"	24	"ok"	3	49	20	1.0526315789	133	0
"292"	2007	31	1	2007-05-15	"ok"	0.5	3406.27	"ok_m"	87	"ok"	5	69	22	17	135	0
"293"	2007	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"294"	2007	33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"295"	2007	34	1	2007-05-18	"ok"	0	503.3	"ok"	11	"ok"	3	37	18	5	138	0
"296"	2007	35	1	2007-04-28	"ok"	0	4442.27	"ok"	155	"ok"	11	158	51	15	118	0
"297"	2007	36	1	NA	"impute"	0.5	1627.28	"ok"	2	"ok"	0	0	0	0	132	1
"298"	2007	36	1	NA	"impute"	0.5	1627.28	"ok"	2	"ok"	0	0	0	0	140	1
"299"	2007	36	1	NA	"impute"	0.5	1627.28	"ok"	2	"ok"	0	0	0	0	148	1
"300"	2007	37	1	2007-05-08	"ok"	0	1775.48	"ok"	19	"ok"	3	36	17	8	128	0
"301"	2007	38	1	2007-05-13	"ok"	0	643.62	"ok"	11	"ok"	2	24	13	3	133	0
"302"	2007	39	1	2007-05-12	"ok"	0	2793.05	"ok"	53	"ok"	0	0	0	0	132	0
"303"	2007	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	2007	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	2007	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306"	2007	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307"	2007	44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308"	2007	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"309"	2007	46	1	2007-05-05	"ok"	0	725.83	"ok_m"	13	"ok"	5	66	28	9	125	0
"310"	2007	47	1	2007-05-13	"ok"	0	521.83	"ok"	13	"ok"	3	48	12	1	133	0
"311"	2007	48	1	2007-05-02	"ok"	0	2261.28	"ok"	36	"ok"	4	54	38	10	122	0
"312"	2007	49	1	2007-05-08	"ok"	0	3856.82	"ok_m"	32	"ok"	4	51	24	12	128	0
"313"	2007	50	1	NA	"impute"	0	458.04	"ok"	5	"ok"	0	0	0	0	132	1
"314"	2007	50	1	NA	"impute"	0	458.04	"ok"	5	"ok"	0	0	0	0	140	1
"315"	2007	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"316"	2007	52	1	2007-05-13	"ok"	0	912.32	"ok"	18	"ok"	3	33	18	3.1764705882	133	0
"317"	2007	53	1	2007-05-11	"ok"	0	4373.71	"ok_m"	32	"ok"	5	46	26	14	131	0
"318"	2007	54	1	2007-05-03	"ok"	0	3994.82	"ok_m"	133	"ok"	2	19	3	3	123	0
"319"	2007	55	1	2007-05-07	"ok"	0	659.58	"ok"	4	"ok"	2	19	7	7	127	0
"320"	2007	56	1	2007-05-16	"ok"	0	416.13	"ok_m"	28	"ok"	4	56	30	16	136	0
"321"	2007	57	1	NA	"impute"	0	229.73	"ok"	5	"ok"	4	40	16	16	132	1
"322"	2007	57	1	NA	"impute"	0	229.73	"ok"	5	"ok"	4	40	16	16	128	1
"323"	2007	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"324"	2007	59	1	2007-05-21	"ok"	0	1932.21	"ok"	26	"ok"	2	26	9	4	141	0
"325"	2007	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"326"	2007	61	1	2007-05-17	"ok"	0	908.33	"ok_m"	13	"ok"	0	0	0	0	137	0
"327"	2007	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"328"	2007	63	1	NA	"impute"	0	295.91	"ok_m"	2	"ok"	2	24	12	3	132	1
"329"	2007	63	1	NA	"impute"	0	295.91	"ok_m"	2	"ok"	2	24	12	3	131	1
"330"	2007	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"331"	2007	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"332"	2007	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"333"	2007	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	2007	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335"	2007	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	2007	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"337"	2007	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338"	2007	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"339"	2007	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340"	2007	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"341"	2007	75	1	2007-05-16	"ok_g"	0.1428571429	2131.38	"ok_m"	30	"ok"	3	38	14	5	136	0
"342"	2007	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343"	2007	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"344"	2007	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345"	2007	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346"	2007	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"347"	2007	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	2007	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"349"	2007	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	2007	84	1	2007-05-09	"ok"	0	5602.47	"ok_m"	144	"ok"	11	134	59	11	129	0
"351"	2007	85	1	2007-05-14	"ok"	0	1612.82	"ok_m"	14	"ok"	0	0	0	0	134	0
"352"	2007	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353"	2007	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"354"	2007	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"355"	2007	89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"356"	2007	90	1	2007-05-10	"ok_g"	0.2	4161.06	"ok_m"	33	"ok"	0	0	0	0	130	0
"357"	2007	91	1	2007-05-01	"ok"	0	5421.7	"ok_m"	66	"ok"	3	40	13	11	121	0
"358"	2007	92	1	2007-05-09	"ok_g"	0.3333333333	1803.96	"ok_m"	33	"ok"	0	9	0	0	129	0
"359"	2007	93	1	2007-05-04	"ok"	0	2691.76	"ok"	68	"ok"	2	36	8	1	124	0
"360"	2007	94	1	2007-05-12	"ok_g"	0.25	3817.04	"ok_m"	35	"ok"	8	106	24	17	132	0
"361"	2007	95	1	NA	"impute"	0	2525.55	"ok_m"	101	"ok"	8	114	35	11	128	1
"362"	2007	96	1	NA	"impute"	0.5	1372.78	"ok_m"	22	"ok"	0	0	0	0	132	1
"363"	2007	96	1	NA	"impute"	0.5	1372.78	"ok_m"	22	"ok"	0	0	0	0	133	1
"364"	2007	97	1	2007-05-05	"ok"	0	3619.62	"ok"	53	"ok"	12	225	59	21	125	0
"365"	2007	98	1	2007-04-29	"ok"	0	3065.39	"ok"	64	"ok"	6	77	19	8.4444444444	119	0
"366"	2007	99	1	2007-05-06	"ok"	0	2475.48	"ok"	68	"ok"	0	0	0	0	126	0
"367"	2007	100	1	2007-04-30	"ok"	0	4329.98	"ok"	68	"ok"	11	148	43	23	120	0
"368"	2007	101	1	2007-05-14	"ok"	0	644.68	"ok_m"	6	"ok"	1	11	5	2	134	0
"369"	2007	102	1	2007-05-05	"ok"	0	2178.3	"ok"	20	"ok"	1	13	9	5	125	0
"370"	2007	103	1	2007-05-06	"ok"	0	2040.59	"ok"	33	"ok"	1	11	6	4	126	0
"371"	2007	104	1	2007-05-09	"ok"	0.9	NA	"impute"	21	"ok"	0	0	0	0	129	0
"372"	2007	105	1	NA	"impute"	0.5714285714	6989.9	"ok_m"	19	"ok"	3	43	15	4	137	1
"373"	2007	105	1	NA	"impute"	0.5714285714	6989.9	"ok_m"	19	"ok"	3	43	15	4	136	1
"374"	2007	106	1	2007-05-15	"ok"	0	1871.29	"ok"	7	"ok"	0	0	0	0	135	0
"375"	2007	107	1	2007-05-10	"ok"	0	927.37	"ok"	16	"ok"	4	50	21	14	130	0
"376"	2007	108	1	2007-05-09	"ok"	0	883.94	"ok"	27	"ok"	2	42	15	11	129	0
"377"	2007	109	1	2007-05-10	"ok_g"	0.3333333333	2748.27	"ok_m"	35	"ok"	3	43	12	1	130	0
"378"	2007	110	1	2007-05-13	"ok"	0	1293.74	"ok"	21	"ok"	3	63	16	3	133	0
"379"	2007	111	1	2007-05-21	"ok"	0	979.88	"ok"	7	"ok"	1	11	5	0	141	0
"380"	2007	112	1	2007-05-20	"ok"	0	1630.19	"ok"	10	"ok"	3	40	21	18	140	0
"381"	2007	113	1	2007-05-11	"ok"	0	2679.94	"ok_m"	20	"ok"	4	80	19	8	131	0
"382"	2007	114	1	2007-05-13	"ok"	0	9646.04	"ok_m"	11	"ok"	4	62	21	12	133	0
"383"	2007	115	1	2007-05-17	"ok"	0	989.38	"ok"	11	"ok"	1	12	4	4	137	0
"384"	2007	116	1	2007-05-11	"ok"	0	834.79	"ok"	11	"ok"	0	0	0	0	131	0
"385"	2007	117	1	2007-05-14	"ok"	0.5	459.46	"ok_m"	7	"ok"	0	0	0	0	134	0
"386"	2007	118	1	2007-05-14	"ok"	0	1064.23	"ok_m"	9	"ok"	0	0	0	0	134	0
"387"	2007	119	1	2007-05-13	"ok"	0	383.17	"ok_m"	15	"ok"	0	0	0	0	133	0
"388"	2007	120	1	2007-05-12	"ok"	0	3852.15	"ok_m"	43	"ok"	6	80	25	11	132	0
"389"	2007	121	1	2007-05-18	"ok"	0	1520.93	"ok"	30	"ok"	4	50	10	8	138	0
"390"	2007	122	1	2007-05-19	"ok"	0.3333333333	597.49	"ok_m"	5	"ok"	1	11	5	5	139	0
"391"	2007	123	1	2007-05-23	"ok"	0	353.43	"ok"	4	"ok"	0	0	0	0	143	0
"392"	2007	124	1	NA	"impute"	0	343.59	"ok"	4	"ok"	0	0	0	0	140	1
"393"	2007	124	1	NA	"impute"	0	343.59	"ok"	4	"ok"	0	0	0	0	136	1
"394"	2007	125	1	2007-05-23	"ok"	0	471.24	"ok"	3	"ok"	0	0	0	0	143	0
"395"	2007	126	1	2007-05-14	"ok"	0	371.02	"ok"	8	"ok"	0	0	0	0	134	0
"396"	2007	127	1	NA	"impute"	1	81.71	"ok"	NA	"impute"	0	0	0	0	142	1
"397"	2007	128	1	2007-05-18	"ok"	0	672.01	"ok"	13	"ok"	0	0	0	0	138	0
"398"	2007	129	1	2007-05-19	"ok"	0	1202.95	"ok"	6	"ok"	1	12	11	6	139	0
"399"	2007	130	1	2007-05-19	"ok"	0	693.55	"ok"	2	"ok"	0	0	0	0	139	0
"400"	2007	131	1	NA	"impute"	0	489.94	"ok"	3	"ok"	0	0	0	0	145	1
"401"	2007	131	1	NA	"impute"	0	489.94	"ok"	3	"ok"	0	0	0	0	140	1
"402"	2007	132	1	NA	"impute"	0	458.04	"ok"	2	"ok"	0	0	0	0	142	1
"403"	2007	133	1	NA	"impute"	0.5	401.8	"ok"	5	"ok"	0	0	0	0	142	1
"404"	2007	134	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"405"	2007	135	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"406"	2007	136	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"407"	2007	137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"408"	2007	138	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"409"	2007	139	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"410"	2007	140	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"411"	2007	141	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"412"	2007	142	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"413"	2007	143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"414"	2007	144	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"415"	2007	145	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"416"	2007	146	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"417"	2007	147	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"418"	2007	148	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"419"	2007	149	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"420"	2007	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"421"	2007	151	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"422"	2007	152	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"423"	2007	153	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"424"	2007	154	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"425"	2007	155	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"426"	2007	156	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"427"	2007	157	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"428"	2007	158	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"429"	2007	159	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"430"	2007	160	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"431"	2007	161	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"432"	2007	162	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"433"	2007	163	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"434"	2007	164	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"435"	2007	165	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"436"	2007	166	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"437"	2007	167	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"438"	2007	168	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"439"	2007	169	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"440"	2007	170	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"441"	2007	171	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"442"	2007	172	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"443"	2007	173	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"444"	2007	174	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"445"	2007	175	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"446"	2007	176	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"447"	2007	177	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"448"	2007	178	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"449"	2007	179	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"450"	2007	180	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"451"	2007	181	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"452"	2007	182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"453"	2007	183	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"454"	2007	184	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"455"	2007	185	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"456"	2007	186	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"457"	2007	187	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"458"	2007	188	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"459"	2007	189	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"460"	2007	190	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"461"	2007	191	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"462"	2007	192	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"463"	2007	193	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"464"	2007	194	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"465"	2007	195	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"466"	2007	196	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"467"	2007	197	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"468"	2007	198	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"469"	2007	199	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"470"	2007	200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"471"	2007	201	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"472"	2007	202	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"473"	2007	203	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"474"	2007	204	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"475"	2007	205	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"476"	2007	206	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"477"	2007	207	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"478"	2007	208	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"479"	2007	209	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"480"	2007	210	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"481"	2007	211	1	2007-05-04	"ok"	0	2931.48	"ok"	67	"ok"	9	117	41	10.5128205128	124	0
"482"	2007	212	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"483"	2007	213	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"484"	2007	214	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"485"	2007	215	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"486"	2007	216	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"487"	2007	217	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"488"	2007	219	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"489"	2007	220	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"490"	2007	221	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"491"	2007	222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"492"	2007	223	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"493"	2007	224	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"494"	2007	225	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"495"	2007	226	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"496"	2007	227	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"497"	2007	228	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"498"	2007	229	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"499"	2007	230	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"500"	2007	231	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"501"	2007	232	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"502"	2007	233	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"503"	2007	234	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"504"	2007	235	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"505"	2007	236	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"506"	2007	237	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"507"	2007	238	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"508"	2007	239	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"509"	2007	240	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"510"	2007	241	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"511"	2007	242	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"512"	2007	243	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"513"	2007	244	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"514"	2007	245	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
